"ESNG"	"Symbol"	"cds_length"
"ENSG00000233869"	"RPSAP27"	849
"ENSG00000233870"	"AC007881.4"	186
"ENSG00000233871"	"DLG5-AS1"	2678
"ENSG00000233872"	"AC005033.6"	811
"ENSG00000233873"	"RPL7P44"	741
"ENSG00000233874"	"RP1-136J15.5"	1811
"ENSG00000233875"	"RP11-61L14.6"	319
"ENSG00000233876"	"GAPDHP68"	1007
"ENSG00000233877"	"RP11-182I10.2"	386
"ENSG00000233880"	"RP11-497J7.2"	980
"ENSG00000233882"	"RP11-309H21.2"	297
"ENSG00000233884"	"XXyac-YM21GA2.3"	1061
"ENSG00000233885"	"YEATS2-AS1"	5104
"ENSG00000233887"	"ERVWE2"	1754
"ENSG00000233888"	"MTCO2P17"	676
"ENSG00000233891"	"AC007131.2"	9683
"ENSG00000233892"	"PAIP1P1"	1201
"ENSG00000233893"	"EZR-AS1"	359
"ENSG00000233894"	"RP4-650F12.2"	938
"ENSG00000233896"	"RP4-684O24.5"	3700
"ENSG00000233900"	"RPL17P35"	548
"ENSG00000233901"	"LINC01503"	9982
"ENSG00000233902"	"XXbac-BPG181B23.6"	608
"ENSG00000233905"	"LONRF2P2"	570
"ENSG00000233906"	"RP11-315I14.2"	235
"ENSG00000233907"	"FLJ31662"	2751
"ENSG00000233908"	"RP11-425D10.1"	122
"ENSG00000233909"	"UBE2V1P4"	342
"ENSG00000233910"	"GTF2F2P2"	720
"ENSG00000233912"	"AC026202.3"	668
"ENSG00000233913"	"RPL10P9"	644
"ENSG00000233915"	"UBE2Q2P10"	897
"ENSG00000233916"	"ZDHHC20P1"	422
"ENSG00000233917"	"POTEB"	3800
"ENSG00000233918"	"RP11-715L17.1"	317
"ENSG00000233919"	"RP11-372H2.1"	606
"ENSG00000233920"	"RP5-1061H20.5"	1707
"ENSG00000233921"	"RPS15AP40"	390
"ENSG00000233922"	"AL133493.2"	10480
"ENSG00000233924"	"RPSAP13"	874
"ENSG00000233926"	"RP11-154D17.1"	1991
"ENSG00000233927"	"RPS28"	3949
"ENSG00000233928"	"RP11-305F18.1"	21317
"ENSG00000233929"	"MT1XP1"	185
"ENSG00000233930"	"KRTAP5-AS1"	4507
"ENSG00000233932"	"CTXN2"	11372
"ENSG00000233933"	"RP11-63P12.2"	421
"ENSG00000233934"	"RPL21P38"	166
"ENSG00000233936"	"RP11-399H11.2"	884
"ENSG00000233937"	"CTC-338M12.4"	4758
"ENSG00000233939"	"AC114755.4"	442
"ENSG00000233940"	"RPL12P45"	476
"ENSG00000233941"	"RP11-404H14.1"	412
"ENSG00000233942"	"AC004012.1"	532
"ENSG00000233943"	"AC114973.1"	631
"ENSG00000233944"	"LINC00265-3P"	902
"ENSG00000233945"	"RP11-344L13.2"	538
"ENSG00000233946"	"RP5-1114G22.1"	160
"ENSG00000233947"	"RP11-336N8.2"	1249
"ENSG00000233951"	"RCC2P3"	1534
"ENSG00000233952"	"FTLP15"	531
"ENSG00000233953"	"AC009970.1"	429
"ENSG00000233954"	"UQCRHL"	2179
"ENSG00000233955"	"AHCYP3"	1278
"ENSG00000233956"	"BTF3P6"	498
"ENSG00000233960"	"RP11-153N17.1"	734
"ENSG00000233962"	"RP11-368M16.8"	194
"ENSG00000233963"	"ATP8A2P3"	1519
"ENSG00000233966"	"UBE2SP1"	668
"ENSG00000233967"	"RP11-250B2.3"	8709
"ENSG00000233968"	"RP11-354E11.2"	6757
"ENSG00000233969"	"RP5-1006K12.1"	885
"ENSG00000233970"	"AC092159.3"	569
"ENSG00000233971"	"RPS20P10"	252
"ENSG00000233973"	"LINC01360"	9114
"ENSG00000233974"	"RP11-823P9.3"	2684
"ENSG00000233975"	"RP11-288L9.1"	2099
"ENSG00000233977"	"RP11-310H4.2"	937
"ENSG00000233978"	"AC016735.3"	567
"ENSG00000233979"	"AC002553.4"	339
"ENSG00000233980"	"FDPSP2"	896
"ENSG00000233981"	"RP3-380E11.2"	384
"ENSG00000233983"	"RP4-735N21.1"	398
"ENSG00000233984"	"RPSAP14"	358
"ENSG00000233985"	"RP11-297H3.3"	5482
"ENSG00000233987"	"AC106706.1"	7154
"ENSG00000233990"	"RP11-401E9.3"	339
"ENSG00000233993"	"RP11-379J5.5"	1691
"ENSG00000233994"	"GDI2P2"	607
"ENSG00000233995"	"KB-67B5.12"	612
"ENSG00000233996"	"AC013439.4"	1237
"ENSG00000233997"	"LINC01425"	825
"ENSG00000233998"	"SETP5"	561
"ENSG00000233999"	"IGKV3OR2-268"	348
"ENSG00000234001"	"AC000111.5"	209
"ENSG00000234003"	"MTATP6P27"	617
"ENSG00000234004"	"RP11-543B16.1"	361
"ENSG00000234005"	"GAPDHP22"	412
"ENSG00000234006"	"DDX39B-AS1"	966
"ENSG00000234008"	"PPP1R2P2"	612
"ENSG00000234009"	"RPL5P34"	890
"ENSG00000234015"	"RP11-125M16.1"	892
"ENSG00000234016"	"GNG10P1"	198
"ENSG00000234017"	"RP11-214N15.5"	240
"ENSG00000234019"	"RP11-236P24.3"	613
"ENSG00000234020"	"CHIAP3"	1124
"ENSG00000234021"	"RP11-75C9.2"	568
"ENSG00000234022"	"AC008278.2"	405
"ENSG00000234025"	"RBPMS2P1"	622
"ENSG00000234026"	"RP11-310E22.4"	661
"ENSG00000234028"	"AC062029.1"	6646
"ENSG00000234030"	"TMEM97P1"	450
"ENSG00000234031"	"RPS3AP44"	789
"ENSG00000234033"	"RAC1P8"	526
"ENSG00000234034"	"AP000959.2"	974
"ENSG00000234036"	"TXNP6"	309
"ENSG00000234039"	"NDUFA5P7"	241
"ENSG00000234040"	"RPL10P12"	317
"ENSG00000234041"	"RP11-345I18.1"	170
"ENSG00000234042"	"RP11-452D2.2"	690
"ENSG00000234043"	"RP11-56M3.1"	744
"ENSG00000234044"	"AC108059.1"	213
"ENSG00000234048"	"FAM96AP1"	481
"ENSG00000234050"	"LL0XNC01-237H1.3"	626
"ENSG00000234052"	"AP001607.1"	3045
"ENSG00000234055"	"RP11-247A12.1"	239
"ENSG00000234056"	"LINC00463"	5140
"ENSG00000234059"	"CASKP1"	574
"ENSG00000234060"	"EDDM3CP"	424
"ENSG00000234061"	"AC007969.4"	190
"ENSG00000234062"	"RP11-308D16.2"	11251
"ENSG00000234064"	"PRAMEF29P"	1137
"ENSG00000234065"	"MTND4P26"	1358
"ENSG00000234066"	"TAS2R62P"	939
"ENSG00000234067"	"RPL5P10"	893
"ENSG00000234068"	"PAGE2"	753
"ENSG00000234069"	"GAPDHP53"	923
"ENSG00000234070"	"SPATA17-AS1"	417
"ENSG00000234071"	"RP11-420H19.1"	408
"ENSG00000234072"	"AC074117.10"	3988
"ENSG00000234073"	"AC011816.1"	545
"ENSG00000234075"	"RPL35AP"	324
"ENSG00000234076"	"TPRG1-AS1"	695
"ENSG00000234080"	"RP11-183G22.1"	876
"ENSG00000234081"	"TCEB1P10"	326
"ENSG00000234083"	"AJ006995.3"	569
"ENSG00000234084"	"RP3-388E23.2"	574
"ENSG00000234085"	"RP11-368M16.7"	570
"ENSG00000234087"	"CTD-3216D2.4"	114
"ENSG00000234088"	"RPS15AP7"	404
"ENSG00000234089"	"RP11-1217F2.15"	3604
"ENSG00000234091"	"RP11-353M9.1"	471
"ENSG00000234093"	"RPS15AP11"	384
"ENSG00000234099"	"MTND4P11"	1056
"ENSG00000234102"	"KRT19P4"	942
"ENSG00000234104"	"RP5-1177M21.1"	510
"ENSG00000234105"	"GS1-278J22.1"	364
"ENSG00000234106"	"RP11-288E14.2"	348
"ENSG00000234107"	"TPT1P1"	517
"ENSG00000234108"	"RP11-115A15.2"	330
"ENSG00000234109"	"RPL7P36"	680
"ENSG00000234110"	"TSPY25P"	740
"ENSG00000234111"	"RP11-364P22.1"	2546
"ENSG00000234112"	"RP11-145A3.4"	300
"ENSG00000234115"	"RP11-288G3.4"	1240
"ENSG00000234116"	"RP11-261C10.1"	789
"ENSG00000234117"	"RP11-259P20.1"	734
"ENSG00000234118"	"RPL13AP6"	611
"ENSG00000234119"	"AC079248.1"	1545
"ENSG00000234120"	"AF228730.8"	180
"ENSG00000234121"	"GPM6BP3"	144
"ENSG00000234122"	"TRBV22OR9-2"	135
"ENSG00000234123"	"RHBDF1P1"	1940
"ENSG00000234124"	"CSN1S2AP"	1378
"ENSG00000234125"	"EEF1GP8"	1153
"ENSG00000234127"	"TRIM26"	6334
"ENSG00000234129"	"RP11-120D5.1"	8900
"ENSG00000234130"	"RP13-88F20.1"	2795
"ENSG00000234131"	"TCEB1P8"	331
"ENSG00000234132"	"RP11-168O16.2"	1057
"ENSG00000234134"	"RP11-383C5.5"	298
"ENSG00000234135"	"RPL23AP83"	472
"ENSG00000234136"	"AC055764.1"	471
"ENSG00000234139"	"RP4-550H1.4"	5567
"ENSG00000234141"	"AC009473.1"	690
"ENSG00000234142"	"RP11-276E17.2"	2589
"ENSG00000234143"	"UGT1A13P"	760
"ENSG00000234144"	"COX6CP13"	225
"ENSG00000234145"	"NAP1L4P3"	1146
"ENSG00000234146"	"AKAP8P1"	1348
"ENSG00000234147"	"RP3-460G2.2"	12397
"ENSG00000234148"	"RP11-395L14.3"	3322
"ENSG00000234149"	"RP11-77G23.2"	187
"ENSG00000234152"	"TCEB2P1"	356
"ENSG00000234155"	"RP11-30P6.6"	2511
"ENSG00000234156"	"RP11-64P14.7"	7054
"ENSG00000234158"	"RPEP2"	700
"ENSG00000234159"	"RBPMSLP"	500
"ENSG00000234160"	"RP11-613M10.6"	287
"ENSG00000234161"	"PABPC5-AS1"	422
"ENSG00000234162"	"AC009505.4"	2001
"ENSG00000234163"	"MTND4LP11"	279
"ENSG00000234166"	"ARHGEF19-AS1"	437
"ENSG00000234167"	"TCEB2P4"	295
"ENSG00000234168"	"LINC01039"	647
"ENSG00000234169"	"AC092168.3"	560
"ENSG00000234170"	"RP11-446F3.2"	11457
"ENSG00000234171"	"RNASEH1-AS1"	6593
"ENSG00000234172"	"AC093639.1"	470
"ENSG00000234173"	"RP11-257I14.1"	2294
"ENSG00000234174"	"AC016683.5"	1138
"ENSG00000234175"	"RP11-730A19.9"	337
"ENSG00000234176"	"HSPA8P1"	1832
"ENSG00000234177"	"LINC01114"	4851
"ENSG00000234178"	"DEFA11P"	259
"ENSG00000234179"	"MTCYBP1"	1118
"ENSG00000234181"	"RP11-182N22.8"	423
"ENSG00000234182"	"RP11-118K6.2"	1160
"ENSG00000234183"	"AC004854.4"	465
"ENSG00000234184"	"RP5-887A10.1"	1789
"ENSG00000234185"	"RP5-1132H15.1"	400
"ENSG00000234186"	"C16orf82"	2239
"ENSG00000234187"	"AIMP1P1"	936
"ENSG00000234189"	"AC099799.1"	191
"ENSG00000234190"	"RP11-433J22.3"	478
"ENSG00000234191"	"RP11-157D23.2"	782
"ENSG00000234192"	"RP11-57C13.5"	347
"ENSG00000234193"	"AC097461.4"	535
"ENSG00000234197"	"ETV5-AS1"	558
"ENSG00000234199"	"LINC01191"	4680
"ENSG00000234200"	"U82671.8"	1363
"ENSG00000234201"	"BMI1P1"	940
"ENSG00000234202"	"RP11-330C7.4"	155
"ENSG00000234203"	"RP5-1050D4.2"	437
"ENSG00000234204"	"PIGPP2"	456
"ENSG00000234206"	"RP1-67A8.3"	600
"ENSG00000234207"	"AC096570.2"	565
"ENSG00000234208"	"CTA-256D12.11"	287
"ENSG00000234210"	"AC006372.4"	4045
"ENSG00000234211"	"RP11-25K21.1"	1147
"ENSG00000234213"	"FHP1"	702
"ENSG00000234215"	"RP5-942I16.1"	2588
"ENSG00000234217"	"RBPJP7"	1446
"ENSG00000234219"	"CDCA4P4"	679
"ENSG00000234222"	"RP11-315I20.1"	7066
"ENSG00000234223"	"AC003988.1"	573
"ENSG00000234224"	"TMEM229A"	2146
"ENSG00000234225"	"RP4-704D21.2"	1217
"ENSG00000234226"	"NDUFS5P2"	305
"ENSG00000234227"	"RPL7L1P1"	784
"ENSG00000234228"	"NCLP2"	1461
"ENSG00000234230"	"ZFX-AS1"	414
"ENSG00000234231"	"AC093616.4"	2055
"ENSG00000234232"	"RP11-353N4.5"	4651
"ENSG00000234233"	"KCNH1-IT1"	624
"ENSG00000234234"	"MTCO2P8"	657
"ENSG00000234235"	"BOK-AS1"	641
"ENSG00000234238"	"RP11-430L16.1"	2898
"ENSG00000234239"	"CFL1P8"	474
"ENSG00000234241"	"RP4-775C13.1"	1682
"ENSG00000234244"	"RP11-139J15.5"	2013
"ENSG00000234247"	"RP11-100E13.3"	713
"ENSG00000234253"	"RPL7P13"	740
"ENSG00000234255"	"AC012370.3"	8455
"ENSG00000234256"	"PTCD2P2"	1094
"ENSG00000234257"	"SOD2P1"	561
"ENSG00000234259"	"CTC-507E12.1"	883
"ENSG00000234261"	"RP11-146I2.1"	8636
"ENSG00000234262"	"RP1-20N18.4"	298
"ENSG00000234263"	"RP3-325F22.3"	807
"ENSG00000234264"	"DEPDC1-AS1"	1244
"ENSG00000234265"	"RP11-157E14.1"	7967
"ENSG00000234267"	"TULP3P1"	2687
"ENSG00000234268"	"AP000936.1"	254
"ENSG00000234269"	"RP11-338N12.1"	670
"ENSG00000234270"	"RPL36P20"	318
"ENSG00000234271"	"RP1-138B7.4"	311
"ENSG00000234272"	"RPL30P2"	290
"ENSG00000234273"	"AC073071.1"	384
"ENSG00000234274"	"COX7BP2"	241
"ENSG00000234275"	"AC017053.1"	3082
"ENSG00000234276"	"SDR42E1P3"	501
"ENSG00000234277"	"CTD-2090I13.1"	2926
"ENSG00000234278"	"PRR20E"	1844
"ENSG00000234279"	"AC113618.1"	1265
"ENSG00000234281"	"LANCL1-AS1"	1807
"ENSG00000234282"	"RP4-673D20.4"	492
"ENSG00000234283"	"RP11-495P10.6"	417
"ENSG00000234284"	"ZNF879"	4471
"ENSG00000234285"	"GAPDHP49"	960
"ENSG00000234286"	"AC006026.13"	2594
"ENSG00000234287"	"RP11-761N21.2"	254
"ENSG00000234288"	"OR1AA1P"	938
"ENSG00000234289"	"H2BFS"	466
"ENSG00000234292"	"RP11-213H15.1"	1045
"ENSG00000234293"	"BACH1-IT3"	404
"ENSG00000234296"	"RP13-16H11.7"	470
"ENSG00000234297"	"RP11-54D18.4"	995
"ENSG00000234300"	"LINC00229"	496
"ENSG00000234303"	"CLYBL-AS1"	1323
"ENSG00000234304"	"SGO1P2"	1587
"ENSG00000234306"	"RP11-271F18.1"	333
"ENSG00000234308"	"AC093381.2"	5529
"ENSG00000234309"	"SLC25A18P1"	452
"ENSG00000234311"	"RP11-432J24.3"	1011
"ENSG00000234312"	"SAPCD2P4"	1170
"ENSG00000234315"	"OSTCP5"	452
"ENSG00000234318"	"RP4-771M4.3"	445
"ENSG00000234319"	"RPS12P2"	268
"ENSG00000234322"	"ST13P18"	1026
"ENSG00000234323"	"LINC01505"	29696
"ENSG00000234324"	"RPL9P2"	552
"ENSG00000234325"	"MRPS10P2"	380
"ENSG00000234327"	"AC012146.7"	3916
"ENSG00000234329"	"RP11-767N6.2"	787
"ENSG00000234332"	"BCAS2P2"	672
"ENSG00000234333"	"CYCSP53"	264
"ENSG00000234335"	"RPS4XP11"	771
"ENSG00000234336"	"JAZF1-AS1"	11460
"ENSG00000234337"	"RP11-297L17.6"	738
"ENSG00000234338"	"RP11-797H7.1"	1602
"ENSG00000234340"	"AP000705.8"	1385
"ENSG00000234345"	"LL0XNC01-116E7.1"	1047
"ENSG00000234349"	"GLUD1P9"	1172
"ENSG00000234350"	"AC007405.4"	15595
"ENSG00000234352"	"AC009264.1"	8259
"ENSG00000234353"	"AP000347.4"	1285
"ENSG00000234354"	"RPS26P47"	347
"ENSG00000234355"	"FTH1P27"	550
"ENSG00000234356"	"AC009945.4"	297
"ENSG00000234358"	"AC003080.4"	766
"ENSG00000234359"	"ELK1P1"	579
"ENSG00000234360"	"RP11-87N24.1"	266
"ENSG00000234361"	"RP11-52J3.3"	679
"ENSG00000234362"	"AC104654.2"	1538
"ENSG00000234363"	"PPIAP27"	264
"ENSG00000234367"	"PFN1P3"	401
"ENSG00000234369"	"TATDN1P1"	890
"ENSG00000234371"	"RPSAP31"	1608
"ENSG00000234373"	"SNX18P7"	634
"ENSG00000234376"	"UBTFL2"	1190
"ENSG00000234377"	"RNF219-AS1"	13112
"ENSG00000234378"	"AC098828.2"	744
"ENSG00000234379"	"HMGB1P48"	595
"ENSG00000234380"	"LINC01426"	5939
"ENSG00000234381"	"MED15P7"	815
"ENSG00000234382"	"RP11-40F6.1"	624
"ENSG00000234383"	"CTBP2P8"	1329
"ENSG00000234384"	"LINC01049"	736
"ENSG00000234385"	"RCC2P1"	1475
"ENSG00000234386"	"OR7E162P"	1028
"ENSG00000234387"	"RP11-340I6.1"	671
"ENSG00000234388"	"TXNP3"	300
"ENSG00000234389"	"AC007278.3"	1324
"ENSG00000234390"	"USP27X-AS1"	2173
"ENSG00000234391"	"RP11-344N17.6"	519
"ENSG00000234393"	"RP11-211N11.5"	689
"ENSG00000234394"	"RP11-561O23.5"	7077
"ENSG00000234396"	"RP11-181G12.4"	324
"ENSG00000234397"	"RP11-415K20.1"	491
"ENSG00000234398"	"AC134915.1"	569
"ENSG00000234399"	"RBMY2XP"	889
"ENSG00000234402"	"ELK2BP"	1222
"ENSG00000234404"	"SPRYD7P1"	568
"ENSG00000234405"	"LL0XNC01-250H12.3"	2283
"ENSG00000234406"	"AC004129.7"	284
"ENSG00000234409"	"CCDC188"	1860
"ENSG00000234413"	"RP6-29D12.2"	519
"ENSG00000234414"	"RBMY1A1"	3331
"ENSG00000234415"	"RPL5P7"	812
"ENSG00000234418"	"RP11-560I19.1"	8059
"ENSG00000234419"	"CICP13"	2788
"ENSG00000234420"	"ZNF37BP"	24563
"ENSG00000234421"	"SLC25A5P4"	867
"ENSG00000234422"	"UBE2WP1"	339
"ENSG00000234423"	"LINC01250"	2587
"ENSG00000234424"	"RP11-213G2.1"	1540
"ENSG00000234425"	"RP11-528G1.2"	633
"ENSG00000234426"	"RP11-459O1.2"	4128
"ENSG00000234427"	"RP3-413H6.2"	552
"ENSG00000234428"	"RP11-666F17.1"	873
"ENSG00000234429"	"AC105342.1"	6847
"ENSG00000234431"	"AC007283.5"	443
"ENSG00000234432"	"RP11-1275H24.1"	2650
"ENSG00000234435"	"LINC01432"	689
"ENSG00000234436"	"AC008984.7"	402
"ENSG00000234438"	"KBTBD13"	3202
"ENSG00000234439"	"KRT18P2"	1257
"ENSG00000234441"	"RP5-1108M17.5"	197
"ENSG00000234442"	"RP11-402P6.12"	1618
"ENSG00000234444"	"ZNF736"	13979
"ENSG00000234445"	"FGF14-AS1"	611
"ENSG00000234446"	"AC068489.1"	2536
"ENSG00000234448"	"RP11-344N17.13"	190
"ENSG00000234450"	"AC005534.6"	432
"ENSG00000234451"	"RP11-211N8.6"	1074
"ENSG00000234452"	"SLC16A12-AS1"	763
"ENSG00000234455"	"AC067960.1"	810
"ENSG00000234456"	"MAGI2-AS3"	59641
"ENSG00000234457"	"AC006960.5"	151
"ENSG00000234458"	"OR7E130P"	963
"ENSG00000234459"	"AC002064.4"	286
"ENSG00000234460"	"XXyac-YM21GA2.4"	1302
"ENSG00000234463"	"COX6CP12"	201
"ENSG00000234464"	"RP11-136B18.2"	819
"ENSG00000234465"	"PINLYP"	5790
"ENSG00000234466"	"RP11-266I3.1"	893
"ENSG00000234467"	"SLC25A1P2"	911
"ENSG00000234469"	"CLDN34"	994
"ENSG00000234471"	"AC147651.1"	417
"ENSG00000234473"	"ZNF101P2"	1228
"ENSG00000234474"	"MIR3663HG"	4755
"ENSG00000234476"	"RP11-496N12.6"	7206
"ENSG00000234477"	"AC004231.2"	811
"ENSG00000234478"	"RP11-275I14.4"	533
"ENSG00000234479"	"AP1B1P1"	1013
"ENSG00000234480"	"MTCO2P18"	657
"ENSG00000234481"	"RP4-614N24.1"	1236
"ENSG00000234484"	"RP1-55C23.7"	579
"ENSG00000234485"	"OR7E46P"	1018
"ENSG00000234488"	"AC096664.1"	405
"ENSG00000234489"	"ALDH7A1P4"	177
"ENSG00000234491"	"HNRNPA1P51"	946
"ENSG00000234492"	"RPL34-AS1"	6592
"ENSG00000234493"	"RHOXF1P1"	1969
"ENSG00000234494"	"SP2-AS1"	4015
"ENSG00000234496"	"MRPS21P1"	222
"ENSG00000234497"	"ERICH3-AS1"	5793
"ENSG00000234498"	"RPL13AP20"	608
"ENSG00000234500"	"GS1-124K5.10"	704
"ENSG00000234502"	"FYTTD1P1"	919
"ENSG00000234503"	"KB-1592A4.14"	772
"ENSG00000234504"	"RP11-285G1.2"	1441
"ENSG00000234506"	"LINC01506"	2345
"ENSG00000234509"	"AP000253.1"	2230
"ENSG00000234511"	"C5orf58"	4383
"ENSG00000234512"	"TLR12P"	2705
"ENSG00000234513"	"AC073072.7"	347
"ENSG00000234515"	"PPP1R2P1"	1294
"ENSG00000234518"	"PTGES3P1"	482
"ENSG00000234519"	"RP3-495K2.1"	1695
"ENSG00000234520"	"HRAT17"	18030
"ENSG00000234521"	"AC005041.11"	976
"ENSG00000234522"	"RP11-572P18.2"	870
"ENSG00000234523"	"NDUFB1P2"	175
"ENSG00000234524"	"RPL12P43"	498
"ENSG00000234527"	"PCDH9-AS1"	530
"ENSG00000234529"	"GAPDHP19"	1004
"ENSG00000234534"	"CSNK1G2P1"	953
"ENSG00000234535"	"RP11-37L2.1"	383
"ENSG00000234537"	"RP11-100G15.7"	1847
"ENSG00000234538"	"ZNF114P1"	291
"ENSG00000234540"	"RP3-448I9.1"	402
"ENSG00000234541"	"CHEK2P5"	243
"ENSG00000234542"	"RP11-282I1.2"	435
"ENSG00000234544"	"PTGES3P5"	433
"ENSG00000234545"	"FAM133B"	9568
"ENSG00000234546"	"RP3-510D11.2"	4162
"ENSG00000234548"	"RP11-78H24.1"	14661
"ENSG00000234551"	"LINC01309"	1688
"ENSG00000234553"	"AC022431.3"	534
"ENSG00000234556"	"LINC00701"	739
"ENSG00000234557"	"RP1-164F3.8"	396
"ENSG00000234558"	"API5P1"	1509
"ENSG00000234559"	"AC079776.4"	369
"ENSG00000234560"	"OR10G8"	2151
"ENSG00000234562"	"TPMTP2"	725
"ENSG00000234564"	"HSPA8P20"	1005
"ENSG00000234565"	"COX6B1P1"	212
"ENSG00000234566"	"RPL7AP71"	738
"ENSG00000234567"	"RP1-283K11.2"	314
"ENSG00000234568"	"BIN2P1"	1529
"ENSG00000234569"	"RAD1P1"	812
"ENSG00000234570"	"ZFRP1"	2968
"ENSG00000234571"	"RP5-998N21.4"	5176
"ENSG00000234572"	"AC007880.1"	1972
"ENSG00000234573"	"RP5-1116H23.1"	204
"ENSG00000234575"	"CTSLP8"	967
"ENSG00000234576"	"MTND1P26"	614
"ENSG00000234577"	"SYNE1-AS1"	551
"ENSG00000234578"	"RP4-784A16.1"	468
"ENSG00000234579"	"AC009305.1"	366
"ENSG00000234580"	"RP11-733D4.1"	730
"ENSG00000234583"	"TSPY19P"	507
"ENSG00000234584"	"AC019186.1"	543
"ENSG00000234585"	"CCT6P3"	4651
"ENSG00000234586"	"RP11-382H24.2"	1198
"ENSG00000234587"	"MRPL50P1"	383
"ENSG00000234588"	"FABP5P14"	392
"ENSG00000234589"	"RP11-253E3.1"	613
"ENSG00000234590"	"GNG5P5"	219
"ENSG00000234592"	"RP11-41L14.1"	1647
"ENSG00000234593"	"RP4-704D23.1"	5229
"ENSG00000234594"	"RP11-263C16.2"	192
"ENSG00000234595"	"AC013733.3"	633
"ENSG00000234597"	"AC010096.1"	2997
"ENSG00000234601"	"CHRM3-AS1"	484
"ENSG00000234602"	"MCIDAS"	3473
"ENSG00000234604"	"RP1-206D15.5"	99
"ENSG00000234607"	"RP11-5P18.1"	562
"ENSG00000234608"	"MAPKAPK5-AS1"	10726
"ENSG00000234611"	"OR2AT2P"	904
"ENSG00000234612"	"H2AFZP5"	381
"ENSG00000234613"	"RP5-1158E12.1"	765
"ENSG00000234614"	"AL450992.2"	503
"ENSG00000234616"	"JRK"	25863
"ENSG00000234617"	"SNRK-AS1"	2684
"ENSG00000234618"	"RPSAP9"	887
"ENSG00000234619"	"RPL7P11"	657
"ENSG00000234620"	"PUDPP1"	492
"ENSG00000234622"	"RP13-297E16.5"	546
"ENSG00000234624"	"AC016894.1"	310
"ENSG00000234625"	"LINC00380"	351
"ENSG00000234626"	"RP1-149A16.12"	1268
"ENSG00000234627"	"NUS1P3"	861
"ENSG00000234629"	"WDR82P1"	938
"ENSG00000234630"	"LL22NC03-2H8.4"	522
"ENSG00000234632"	"NECAP1P2"	725
"ENSG00000234634"	"AC003664.1"	667
"ENSG00000234636"	"MED14OS"	898
"ENSG00000234637"	"RPS19P6"	432
"ENSG00000234638"	"AC053503.6"	222
"ENSG00000234639"	"AC009263.2"	1236
"ENSG00000234640"	"RP11-264E18.1"	344
"ENSG00000234644"	"OTX2P1"	353
"ENSG00000234645"	"YWHAEP5"	764
"ENSG00000234646"	"RP4-753D10.3"	1419
"ENSG00000234647"	"RP11-503C24.4"	2715
"ENSG00000234648"	"AL162151.3"	157
"ENSG00000234650"	"PCCA-AS1"	1253
"ENSG00000234652"	"AGPAT5P1"	1018
"ENSG00000234653"	"AC079117.1"	996
"ENSG00000234655"	"OR7E155P"	1013
"ENSG00000234658"	"AC013429.4"	420
"ENSG00000234660"	"LINC00440"	1813
"ENSG00000234661"	"CHL1-AS1"	1333
"ENSG00000234663"	"AC104820.2"	18147
"ENSG00000234664"	"HMGN2P5"	272
"ENSG00000234665"	"RP11-262H14.3"	14687
"ENSG00000234667"	"ACTBP13"	3958
"ENSG00000234670"	"OR6C64P"	824
"ENSG00000234671"	"MTCYBP5"	1134
"ENSG00000234675"	"RP11-242F11.2"	443
"ENSG00000234676"	"IFT74-AS1"	403
"ENSG00000234677"	"RP11-285A18.2"	386
"ENSG00000234678"	"RP11-465N4.4"	5792
"ENSG00000234680"	"VN2R3P"	1405
"ENSG00000234682"	"VDAC2P4"	710
"ENSG00000234683"	"RP5-837I24.5"	349
"ENSG00000234684"	"SDCBP2-AS1"	14354
"ENSG00000234685"	"NUS1P2"	872
"ENSG00000234686"	"AC010971.1"	688
"ENSG00000234688"	"RP1-293L6.1"	803
"ENSG00000234690"	"AC073283.4"	5111
"ENSG00000234692"	"RP11-445L6.3"	424
"ENSG00000234693"	"RP4-530I15.6"	1170
"ENSG00000234694"	"RP1-92O14.3"	676
"ENSG00000234695"	"AC002076.10"	525
"ENSG00000234696"	"GPR50-AS1"	1617
"ENSG00000234698"	"RP11-112L6.2"	762
"ENSG00000234699"	"RP11-225H22.4"	655
"ENSG00000234700"	"MTCO1P8"	1522
"ENSG00000234701"	"PRDX3P3"	521
"ENSG00000234702"	"VDAC1P3"	850
"ENSG00000234703"	"AF015262.2"	696
"ENSG00000234705"	"HMGA1P4"	1063
"ENSG00000234706"	"PRUNEP1"	702
"ENSG00000234707"	"RP11-745C15.2"	2630
"ENSG00000234709"	"UPF3AP3"	768
"ENSG00000234710"	"AC060834.3"	1772
"ENSG00000234711"	"TUBB8P11"	1057
"ENSG00000234712"	"RP11-143G3.1"	376
"ENSG00000234713"	"RP11-726G23.10"	553
"ENSG00000234714"	"AC009965.2"	565
"ENSG00000234715"	"CTB-107G13.1"	3860
"ENSG00000234716"	"RP11-760D2.9"	208
"ENSG00000234717"	"TMEM212-AS1"	864
"ENSG00000234718"	"AC007161.5"	2924
"ENSG00000234719"	"RP11-166B2.1"	4453
"ENSG00000234720"	"ATP5A1P8"	1290
"ENSG00000234721"	"AC125421.1"	8569
"ENSG00000234722"	"LINC01287"	31256
"ENSG00000234723"	"AC092421.1"	415
"ENSG00000234724"	"HDAC1P1"	1443
"ENSG00000234726"	"LL22NC03-123E1.5"	1240
"ENSG00000234730"	"AF241725.4"	607
"ENSG00000234731"	"MTND4LP16"	294
